division,subtype,report_year,count_cleared,count_,clearance_rate,unsolved_crime
D14,Break & Enter-House,2014,9,22,0,13
D14,Break & Enter-House,2014,6,11,0,5
D14,Break & Enter-House,2014,1,1,1,0
D14,Break & Enter-House,2014,0,4,0,4
D14,Break & Enter-Other,2014,2,4,0,2
D14,Break & Enter-Other,2014,0,8,0,8
D14,Break & Enter-Other,2014,1,1,1,0
D14,Break & Enter-Other,2014,1,2,0,1
D14,Break & Enter-Other,2014,0,6,0,6
D14,Break & Enter-Other,2014,2,5,0,3
D14,Break & Enter-Other,2014,1,2,0,1
D13,Theft Under $5000,2014,39,131,0,92
D14,Fraud,2014,11,33,0,22
D12,Other,2014,11,12,0,1
D13,Theft Under $5000,2014,48,113,0,65
D13,Break & Enter-Other,2014,0,1,0,1
D14,Fraud,2014,15,55,0,40
D12,Other,2014,7,8,0,1
D13,Theft Under $5000,2014,47,118,0,71
D13,Break & Enter-Other,2014,0,1,0,1
D14,Other,2014,36,88,0,52
D12,Other,2014,8,10,0,2
D13,Assault,2014,1,1,1,0
D14,Other,2014,1,1,1,0
D13,Break & Enter-Other,2014,1,1,1,0
D14,Other,2014,21,58,0,37
D12,Other,2014,6,6,1,0
D13,Assault,2014,44,54,0,10
D14,Other,2014,4,19,0,15
D13,Fraud,2014,12,29,0,17
D12,Other,2014,38,41,0,3
D13,Assault,2014,31,53,0,22
D14,Other,2014,28,77,0,49
D13,Fraud,2014,9,15,0,6
D12,Other,2014,46,52,0,6
D13,Assault,2014,10,17,0,7
D14,Other,2014,16,36,0,20
D13,Fraud,2014,1,3,0,2
D12,Other,2014,2,2,1,0
D13,Assault,2014,47,66,0,19
D14,Other,2014,59,135,0,76
D13,Fraud,2014,22,33,0,11
D12,Other,2014,8,8,1,0
D13,Assault,2014,4,7,0,3
D14,Other,2014,18,46,0,28
D13,Fraud,2014,5,9,0,4
D12,Other,2014,10,14,0,4
D13,Assault,2014,4,4,1,0
D14,Other,2014,7,13,0,6
D13,Fraud,2014,2,4,0,2
D12,Other,2014,26,26,1,0
D13,Assault,2014,10,17,0,7
D14,Other,2014,29,75,0,46
D13,Fraud,2014,5,8,0,3
D12,Other,2014,11,12,0,1
D13,Assault,2014,26,33,0,7
D14,Other,2014,48,100,0,52
D13,Fraud,2014,13,26,0,13
D12,Other,2014,35,38,0,3
D13,Assault,2014,12,15,0,3
D14,Other,2014,38,114,0,76
D13,Fraud,2014,1,1,1,0
D12,Other,2014,8,9,0,1
D13,Assault,2014,1,1,1,0
D14,Other,2014,17,57,0,40
D13,Fraud,2014,3,5,0,2
D12,Other,2014,17,20,0,3
D13,Assault,2014,9,12,0,3
D14,Other,2014,43,80,0,37
D13,Fraud,2014,23,33,0,10
D12,Other,2014,46,49,0,3
D14,Other,2014,44,98,0,54
D13,Assault,2014,82,110,0,28
D12,Other,2014,94,95,0,1
D13,Fraud,2014,12,21,0,9
D13,Assault,2014,35,50,0,15
D12,Other,2014,89,94,0,5
D14,Theft Over $5000,2014,2,3,0,1
D13,Fraud,2014,12,21,0,9
D13,Assault,2014,1,1,1,0
D12,Other,2014,11,12,0,1
D14,Theft Over $5000,2014,3,5,0,2
D13,Other,2014,0,1,0,1
D13,Assault,2014,29,37,0,8
D12,Other Criminal Violations - Offensive Weapons,2014,4,4,1,0
D14,Theft Over $5000,2014,0,2,0,2
D13,Other,2014,20,62,0,42
D13,Attempt Murder,2014,1,1,1,0
D12,Other Criminal Violations - Offensive Weapons,2014,8,9,0,1
D14,Theft Over $5000,2014,1,11,0,10
D13,Other,2014,14,40,0,26
D13,Attempt Murder,2014,2,2,1,0
D12,Other Criminal Violations - Offensive Weapons,2014,1,1,1,0
D14,Theft Over $5000,2014,2,5,0,3
D13,Other,2014,4,14,0,10
D13,Other,2014,20,29,0,9
D12,Other Criminal Violations - Offensive Weapons,2014,6,6,1,0
D14,Theft Over $5000,2014,1,7,0,6
D13,Other,2014,30,68,0,38
D13,Other,2014,11,17,0,6
D12,Other Criminal Violations - Offensive Weapons,2014,1,1,1,0
D14,Theft Over $5000,2014,3,4,0,1
D13,Other,2014,8,19,0,11
D13,Other,2014,4,9,0,5
D12,Other Criminal Violations - Offensive Weapons,2014,7,7,1,0
D14,Theft Over $5000,2014,0,1,0,1
D13,Other,2014,1,10,0,9
D13,Other,2014,16,23,0,7
D12,Other Criminal Violations - Offensive Weapons,2014,5,6,0,1
D14,Theft Over $5000,2014,1,6,0,5
D13,Other,2014,2,20,0,18
D13,Other,2014,5,6,0,1
D12,Other Criminal Violations - Offensive Weapons,2014,2,2,1,0
D14,Theft Over $5000,2014,1,3,0,2
D13,Other,2014,18,46,0,28
D13,Other,2014,2,2,1,0
D12,Other Criminal Violations - Offensive Weapons,2014,4,6,0,2
D12,Other Criminal Violations - Offensive Weapons,2014,4,5,0,1
D12,Other Criminal Violations - Offensive Weapons,2014,17,17,1,0
D12,Other Criminal Violations - Offensive Weapons,2014,1,1,1,0
D12,Other,2014,7,7,1,0
D12,Other,2014,2,2,1,0
D12,Other,2014,1,1,1,0
D12,Other,2014,4,4,1,0
D12,Other,2014,1,1,1,0
D12,Other,2014,2,2,1,0
D12,Other,2014,1,1,1,0
D12,Other,2014,2,2,1,0
D12,Other,2014,8,8,1,0
D12,Other,2014,3,3,1,0
D14,Theft Over $5000,2014,0,1,0,1
D13,Other,2014,10,26,0,16
D14,Theft Over $5000,2014,2,9,0,7
D13,Other,2014,0,1,0,1
D13,Other,2014,4,10,0,6
D14,Theft Over $5000,2014,1,5,0,4
D13,Other,2014,37,79,0,42
D14,Theft Over $5000,2014,2,11,0,9
D13,Other,2014,20,56,0,36
D14,Theft Over $5000,2014,0,6,0,6
D13,Other,2014,15,36,0,21
D14,Theft Under $5000,2014,82,216,0,134
D13,Theft Over $5000,2014,4,9,0,5
D13,Other,2014,1,2,0,1
D13,Other,2014,6,12,0,6
D22,Sexual Violation,2014,5,8,0,3
D22,Assault,2014,14,22,0,8
D22,Sexual Violation,2014,8,15,0,7
D22,Sexual Violation,2014,3,4,0,1
D22,Assault,2014,37,60,0,23
D22,Sexual Violation,2014,2,4,0,2
D22,Assault,2014,14,23,0,9
D22,Sexual Violation,2014,1,7,0,6
D22,Assault,2014,92,140,0,48
D22,Sexual Violation,2014,0,1,0,1
D22,Assault,2014,6,10,0,4
D22,Sexual Violation,2014,1,1,1,0
D22,Assault,2014,48,78,0,30
D22,Assault,2014,16,20,0,4
D22,Sexual Violation,2014,1,1,1,0
D22,Sexual Violation,2014,2,5,0,3
D22,Sexual Violation,2014,0,3,0,3
D22,Sexual Violation,2014,3,5,0,2
D22,Sexual Violation,2014,1,4,0,3
D22,Sexual Violation,2014,6,13,0,7
D22,Other,2014,4,4,1,0
D22,Other,2014,2,2,1,0
D22,Other,2014,2,2,1,0
D22,Assault,2014,64,87,0,23
D22,Other,2014,17,18,0,1
D22,Other,2014,5,5,1,0
D22,Attempt Murder,2014,2,2,1,0
D22,Other,2014,9,9,1,0
D22,Other,2014,9,9,1,0
D22,Attempt Murder,2014,1,1,1,0
D22,Other,2014,10,10,1,0
D22,Other,2014,3,3,1,0
D22,Attempt Murder,2014,1,1,1,0
D22,Other,2014,4,4,1,0
D22,Other,2014,32,33,0,1
D22,Other,2014,7,11,0,4
D22,Other,2014,2,2,1,0
D22,Other,2014,4,4,1,0
D22,Other,2014,4,7,0,3
D22,Other,2014,10,10,1,0
D22,Other,2014,19,20,0,1
D22,Other,2014,8,21,0,13
D22,Other,2014,3,3,1,0
D22,Other,2014,8,10,0,2
D22,Other,2014,25,48,0,23
D22,Other,2014,13,13,1,0
D22,Other,2014,28,28,1,0
D22,Other,2014,5,12,0,7
D22,Other,2014,3,3,1,0
D22,Auto Theft,2014,1,9,0,8
D22,Other,2014,3,10,0,7
D22,Other,2014,6,6,1,0
D22,Auto Theft,2014,4,23,0,19
D22,Other,2014,0,1,0,1
D22,Other,2014,4,5,0,1
D22,Auto Theft,2014,4,28,0,24
D22,Other,2014,5,15,0,10
D22,Other,2014,20,20,1,0
D22,Auto Theft,2014,10,65,0,55
D22,Other,2014,2,4,0,2
D22,Other,2014,13,14,0,1
D14,Theft Under $5000,2014,22,120,0,98
D22,Auto Theft,2014,0,11,0,11
D22,Auto Theft,2014,2,6,0,4
D22,Auto Theft,2014,4,27,0,23
D22,Auto Theft,2014,2,18,0,16
D22,Auto Theft,2014,1,9,0,8
D22,Auto Theft,2014,2,8,0,6
D22,Auto Theft,2014,10,29,0,19
D22,Auto Theft,2014,0,3,0,3
D22,Auto Theft,2014,3,9,0,6
D22,Auto Theft,2014,2,21,0,19
D22,Auto Theft,2014,7,39,0,32
D22,Break & Enter-Apartment,2014,2,3,0,1
D22,Break & Enter-Apartment,2014,1,5,0,4
D22,Break & Enter-Apartment,2014,2,7,0,5
D22,Break & Enter-Apartment,2014,2,9,0,7
D22,Break & Enter-Apartment,2014,8,14,0,6
D22,Break & Enter-Apartment,2014,0,7,0,7
D22,Break & Enter-Apartment,2014,1,2,0,1
D22,Break & Enter-Apartment,2014,1,1,1,0
D22,Break & Enter-Apartment,2014,1,4,0,3
D22,Break & Enter-Apartment,2014,0,2,0,2
D22,Break & Enter-Apartment,2014,5,15,0,10
D22,Break & Enter-Apartment,2014,4,8,0,4
D22,Break & Enter-Apartment,2014,0,3,0,3
D22,Break & Enter-Apartment,2014,1,8,0,7
D22,Break & Enter-Commercial,2014,0,5,0,5
D22,Break & Enter-Commercial,2014,2,5,0,3
D22,Break & Enter-Commercial,2014,0,10,0,10
D22,Break & Enter-Commercial,2014,7,41,0,34
D22,Break & Enter-Commercial,2014,0,1,0,1
D22,Break & Enter-Commercial,2014,1,4,0,3
D22,Break & Enter-Commercial,2014,1,6,0,5
D22,Break & Enter-Commercial,2014,0,2,0,2
D22,Break & Enter-Commercial,2014,3,6,0,3
D22,Break & Enter-Commercial,2014,1,2,0,1
D22,Break & Enter-Commercial,2014,6,17,0,11
D22,Break & Enter-Commercial,2014,0,1,0,1
D22,Break & Enter-Commercial,2014,0,9,0,9
D22,Other,2014,9,35,0,26
D14,Other,2014,9,16,0,7
D22,Break & Enter-Commercial,2014,5,18,0,13
D14,Other,2014,4,5,0,1
D14,Theft Under $5000,2014,6,54,0,48
D22,Other,2014,9,11,0,2
D22,Other,2014,9,16,0,7
D22,Other,2014,16,55,0,39
D22,Break & Enter-House,2014,4,9,0,5
D14,Other,2014,9,20,0,11
D22,Other,2014,16,19,0,3
D14,Theft Under $5000,2014,46,206,0,160
D22,Other,2014,5,8,0,3
D14,Other,2014,4,4,1,0
D22,Other,2014,5,37,0,32
D14,Theft Under $5000,2014,15,86,0,71
D22,Other,2014,20,30,0,10
D14,Other,2014,1,1,1,0
D22,Other,2014,84,89,0,5
D22,Break & Enter-House,2014,13,32,0,19
D14,Robbery-Financial,2014,2,2,1,0
D22,Other,2014,2,3,0,1
D22,Other,2014,19,22,0,3
D22,Other,2014,28,83,0,55
D14,Theft Under $5000,2014,0,1,0,1
D22,Break & Enter-House,2014,6,22,0,16
D14,Other,2014,11,11,1,0
D14,Robbery-Financial,2014,4,4,1,0
D22,Other,2014,14,22,0,8
D22,Other,2014,34,35,0,1
D22,Other,2014,1,6,0,5
D14,Theft Under $5000,2014,0,1,0,1
D22,Break & Enter-House,2014,2,5,0,3
D14,Other,2014,8,8,1,0
D14,Robbery-Financial,2014,2,2,1,0
D22,Other,2014,4,9,0,5
D22,Other,2014,5,5,1,0
D22,Other,2014,24,63,0,39
D14,Theft Under $5000,2014,133,385,0,252
D22,Break & Enter-House,2014,1,11,0,10
D14,Other,2014,35,42,0,7
D14,Robbery-Financial,2014,1,1,1,0
D22,Other,2014,15,32,0,17
D22,Other,2014,32,33,0,1
D22,Other,2014,5,31,0,26
D14,Theft Under $5000,2014,29,104,0,75
D22,Break & Enter-House,2014,0,2,0,2
D14,Other,2014,1,1,1,0
D14,Robbery-Financial,2014,1,1,1,0
D22,Robbery-Financial,2014,2,2,1,0
D22,Other,2014,8,12,0,4
D22,Other,2014,28,89,0,61
D14,Theft Under $5000,2014,5,22,0,17
D22,Break & Enter-House,2014,13,41,0,28
D14,Other,2014,25,27,0,2
D14,Other,2014,13,15,0,2
D14,Other,2014,26,29,0,3
D14,Other,2014,18,20,0,2
D14,Other,2014,138,145,0,7
D14,Other,2014,38,39,0,1
D14,Other,2014,12,14,0,2
D14,Other,2014,32,35,0,3
D14,Other,2014,124,132,0,8
D14,Other,2014,50,56,0,6
D14,Other,2014,50,54,0,4
D14,Other,2014,60,64,0,4
D14,Other,2014,129,134,0,5
D14,Other,2014,6,6,1,0
D14,Other Criminal Violations - Offensive Weapons,2014,2,2,1,0
D14,Other Criminal Violations - Offensive Weapons,2014,2,2,1,0
D14,Other Criminal Violations - Offensive Weapons,2014,1,2,0,1
D14,Other Criminal Violations - Offensive Weapons,2014,10,10,1,0
D14,Other Criminal Violations - Offensive Weapons,2014,1,1,1,0
D14,Other Criminal Violations - Offensive Weapons,2014,12,12,1,0
D14,Other Criminal Violations - Offensive Weapons,2014,3,3,1,0
D14,Other Criminal Violations - Offensive Weapons,2014,3,3,1,0
D14,Other Criminal Violations - Offensive Weapons,2014,9,10,0,1
D14,Other Criminal Violations - Offensive Weapons,2014,2,2,1,0
D14,Other Criminal Violations - Offensive Weapons,2014,1,1,1,0
D14,Other Criminal Violations - Offensive Weapons,2014,6,8,0,2
D14,Other Criminal Violations - Offensive Weapons,2014,9,9,1,0
D14,Other Criminal Violations - Offensive Weapons,2014,3,3,1,0
D14,Other,2014,3,3,1,0
D14,Other,2014,2,2,1,0
D14,Other,2014,5,5,1,0
D14,Other,2014,1,1,1,0
D14,Other,2014,2,2,1,0
D14,Other,2014,2,2,1,0
D14,Other,2014,5,5,1,0
D14,Other,2014,2,2,1,0
D14,Other,2014,6,6,1,0
D22,Other,2014,10,11,0,1
D22,Other,2014,5,5,1,0
D22,Other,2014,9,10,0,1
D22,Other,2014,28,29,0,1
D22,Other,2014,4,4,1,0
D22,Other,2014,33,34,0,1
D22,Other,2014,15,15,1,0
D14,Robbery-Financial,2014,4,4,1,0
D22,Other,2014,0,1,0,1
D14,Robbery-Financial,2014,2,2,1,0
D22,Robbery-Financial,2014,3,3,1,0
D14,Theft Under $5000,2014,43,208,0,165
D22,Theft Over $5000,2014,2,7,0,5
D22,Other,2014,19,20,0,1
D22,Break & Enter-House,2014,8,21,0,13
D14,Robbery-Financial,2014,2,2,1,0
D14,Theft Under $5000,2014,110,235,0,125
D22,Theft Over $5000,2014,0,3,0,3
D22,Robbery-Financial,2014,2,2,1,0
D22,Other,2014,5,7,0,2
D22,Break & Enter-House,2014,5,14,0,9
D14,Robbery-Other,2014,13,22,0,9
D14,Theft Under $5000,2014,1,1,1,0
D22,Theft Over $5000,2014,1,6,0,5
D22,Robbery-Financial,2014,1,1,1,0
D22,Other,2014,266,272,0,6
D22,Break & Enter-House,2014,12,46,0,34
D14,Robbery-Other,2014,7,18,0,11
D14,Theft Under $5000,2014,1,6,0,5
D22,Theft Over $5000,2014,7,33,0,26
D22,Robbery-Financial,2014,1,1,1,0
D22,Other,2014,5,6,0,1
D22,Break & Enter-House,2014,3,8,0,5
D14,Robbery-Other,2014,12,19,0,7
D14,Theft Under $5000,2014,79,293,0,214
D22,Theft Over $5000,2014,1,6,0,5
D22,Robbery-Other,2014,2,9,0,7
D22,Other,2014,36,37,0,1
D22,Break & Enter-House,2014,2,5,0,3
D14,Robbery-Other,2014,6,7,0,1
D14,Theft Under $5000,2014,50,199,0,149
D22,Theft Over $5000,2014,1,3,0,2
D22,Robbery-Other,2014,2,4,0,2
D22,Other,2014,10,10,1,0
D22,Break & Enter-House,2014,8,30,0,22
D14,Robbery-Other,2014,0,2,0,2
D14,Theft Under $5000,2014,89,354,0,265
D22,Theft Over $5000,2014,0,3,0,3
D22,Robbery-Other,2014,9,12,0,3
D22,Other,2014,52,59,0,7
D22,Break & Enter-House,2014,20,41,0,21
D14,Theft Under $5000,2014,112,280,0,168
D22,Theft Over $5000,2014,1,2,0,1
D22,Robbery-Other,2014,5,16,0,11
D14,Robbery-Other,2014,24,47,0,23
D14,Assault,2014,57,69,0,12
D22,Other,2014,1,1,1,0
D22,Break & Enter-Other,2014,0,1,0,1
D14,Robbery-Other,2014,2,3,0,1
D14,Assault,2014,1,1,1,0
D22,Other Criminal Violations - Offensive Weapons,2014,4,4,1,0
D22,Theft Over $5000,2014,0,3,0,3
D22,Robbery-Other,2014,6,13,0,7
D22,Break & Enter-Other,2014,0,2,0,2
D14,Robbery-Other,2014,4,5,0,1
D14,Assault,2014,35,45,0,10
D22,Other Criminal Violations - Offensive Weapons,2014,1,1,1,0
D22,Theft Over $5000,2014,2,4,0,2
D22,Robbery-Other,2014,0,1,0,1
D22,Break & Enter-Other,2014,0,2,0,2
D14,Robbery-Other,2014,10,24,0,14
D14,Assault,2014,15,24,0,9
D22,Other Criminal Violations - Offensive Weapons,2014,1,1,1,0
D22,Theft Over $5000,2014,0,3,0,3
D22,Robbery-Other,2014,7,14,0,7
D22,Break & Enter-Other,2014,3,5,0,2
D14,Robbery-Other,2014,12,19,0,7
D14,Assault,2014,66,88,0,22
D22,Other Criminal Violations - Offensive Weapons,2014,9,9,1,0
D22,Theft Over $5000,2014,0,3,0,3
D22,Robbery-Other,2014,4,7,0,3
D22,Break & Enter-Other,2014,1,1,1,0
D14,Robbery-Other,2014,12,18,0,6
D14,Assault,2014,25,32,0,7
D22,Other Criminal Violations - Offensive Weapons,2014,1,2,0,1
D22,Theft Over $5000,2014,2,9,0,7
D22,Robbery-Other,2014,4,12,0,8
D22,Break & Enter-Other,2014,0,2,0,2
D14,Robbery-Other,2014,22,32,0,10
D14,Assault,2014,1,1,1,0
D22,Theft Under $5000,2014,8,76,0,68
D22,Robbery-Other,2014,4,8,0,4
D22,Break & Enter-Other,2014,0,2,0,2
D22,Theft Under $5000,2014,1,1,1,0
D14,Robbery-Other,2014,8,9,0,1
D14,Assault,2014,114,157,0,43
D22,Robbery-Other,2014,4,8,0,4
D22,Break & Enter-Other,2014,0,2,0,2
D14,Robbery-Other,2014,11,13,0,2
D14,Assault,2014,36,50,0,14
D22,Robbery-Other,2014,4,5,0,1
D22,Theft Under $5000,2014,16,126,0,110
D22,Break & Enter-Other,2014,0,1,0,1
D14,Sexual Violation,2014,3,6,0,3
D14,Assault,2014,7,15,0,8
D22,Robbery-Other,2014,6,15,0,9
D22,Theft Under $5000,2014,7,107,0,100
D22,Break & Enter-Other,2014,0,3,0,3
D14,Sexual Violation,2014,0,1,0,1
D14,Assault,2014,43,79,0,36
D22,Robbery-Other,2014,12,14,0,2
D22,Theft Under $5000,2014,292,680,0,388
D22,Fraud,2014,4,15,0,11
D14,Sexual Violation,2014,5,7,0,2
D14,Assault,2014,122,164,0,42
D22,Robbery-Other,2014,12,19,0,7
D22,Theft Under $5000,2014,1,43,0,42
D22,Fraud,2014,1,1,1,0
D14,Sexual Violation,2014,0,2,0,2
D14,Assault,2014,69,105,0,36
D22,Sexual Violation,2014,3,4,0,1
D22,Theft Under $5000,2014,0,1,0,1
D22,Fraud,2014,5,19,0,14
D14,Sexual Violation,2014,5,12,0,7
D14,Assault,2014,51,86,0,35
D22,Sexual Violation,2014,0,1,0,1
D22,Theft Under $5000,2014,5,78,0,73
D22,Fraud,2014,17,30,0,13
D14,Sexual Violation,2014,8,8,1,0
D14,Assault,2014,81,148,0,67
D22,Sexual Violation,2014,0,1,0,1
D22,Theft Under $5000,2014,43,198,0,155
D22,Fraud,2014,71,155,0,84
D14,Sexual Violation,2014,13,17,0,4
D14,Assault,2014,0,1,0,1
D22,Theft Under $5000,2014,63,126,0,63
D22,Fraud,2014,3,19,0,16
D14,Sexual Violation,2014,3,7,0,4
D14,Assault,2014,92,120,0,28
D22,Theft Under $5000,2014,0,1,0,1
D14,Sexual Violation,2014,2,7,0,5
D22,Fraud,2014,5,21,0,16
D22,Theft Under $5000,2014,22,93,0,71
D14,Attempt Murder,2014,2,2,1,0
D14,Sexual Violation,2014,9,10,0,1
D22,Fraud,2014,22,74,0,52
D22,Theft Under $5000,2014,15,125,0,110
D14,Attempt Murder,2014,1,1,1,0
D14,Sexual Violation,2014,15,24,0,9
D22,Fraud,2014,2,7,0,5
D22,Theft Under $5000,2014,22,149,0,127
D14,Attempt Murder,2014,1,1,1,0
D14,Sexual Violation,2014,9,14,0,5
D22,Fraud,2014,5,11,0,6
D22,Theft Under $5000,2014,5,28,0,23
D14,Attempt Murder,2014,2,2,1,0
D14,Sexual Violation,2014,7,9,0,2
D22,Fraud,2014,8,24,0,16
D22,Theft Under $5000,2014,22,99,0,77
D14,Other,2014,11,16,0,5
D14,Sexual Violation,2014,2,6,0,4
D22,Fraud,2014,9,25,0,16
D22,Theft Under $5000,2014,28,160,0,132
D14,Other,2014,10,14,0,4
D14,Sexual Violation,2014,4,8,0,4
D22,Fraud,2014,7,21,0,14
D22,Theft Under $5000,2014,0,1,0,1
D14,Other,2014,7,11,0,4
D14,Other,2014,4,4,1,0
D22,Fraud,2014,9,21,0,12
D22,Theft Under $5000,2014,67,263,0,196
D14,Other,2014,11,15,0,4
D14,Other,2014,8,8,1,0
D22,Fraud,2014,3,29,0,26
D22,Theft Under $5000,2014,0,1,0,1
D14,Other,2014,14,16,0,2
D14,Other,2014,1,1,1,0
D22,Fraud,2014,20,52,0,32
D22,Theft Under $5000,2014,1,1,1,0
D14,Other,2014,17,28,0,11
D14,Other,2014,13,13,1,0
D22,Fraud,2014,0,1,0,1
D22,Assault,2014,31,40,0,9
D14,Other,2014,9,22,0,13
D22,Other,2014,11,45,0,34
D14,Other,2014,9,9,1,0
D22,Other,2014,0,1,0,1
D22,Assault,2014,15,23,0,8
D14,Other,2014,9,9,1,0
D22,Other,2014,7,30,0,23
D14,Other,2014,1,1,1,0
D22,Assault,2014,31,47,0,16
D14,Other,2014,2,2,1,0
D22,Other,2014,6,61,0,55
D14,Other,2014,19,23,0,4
D22,Assault,2014,91,140,0,49
D14,Other,2014,1,1,1,0
D22,Other,2014,37,144,0,107
D14,Other,2014,31,45,0,14
D22,Assault,2014,31,41,0,10
D14,Other,2014,7,7,1,0
D22,Other,2014,11,42,0,31
D14,Other,2014,10,21,0,11
D22,Assault,2014,39,57,0,18
D14,Other,2014,21,22,0,1
D22,Other,2014,13,30,0,17
D14,Other,2014,8,11,0,3
D22,Assault,2014,57,86,0,29
D22,Other,2014,24,73,0,49
D23,Robbery-Other,2014,8,12,0,4
D22,Other Criminal Violations - Offensive Weapons,2014,1,1,1,0
D23,Robbery-Other,2014,6,20,0,14
D23,Robbery-Other,2014,41,78,0,37
D23,Robbery-Other,2014,0,1,0,1
D22,Other Criminal Violations - Offensive Weapons,2014,6,7,0,1
D23,Break & Enter-Commercial,2014,1,3,0,2
D23,Robbery-Other,2014,13,20,0,7
D22,Other Criminal Violations - Offensive Weapons,2014,2,2,1,0
D23,Sexual Violation,2014,1,2,0,1
D31,Attempt Murder,2014,1,1,1,0
D23,Break & Enter-Commercial,2014,2,11,0,9
D22,Other Criminal Violations - Offensive Weapons,2014,4,4,1,0
D23,Sexual Violation,2014,2,6,0,4
D31,Attempt Murder,2014,1,1,1,0
D31,Other,2014,100,114,0,14
D23,Break & Enter-Commercial,2014,1,3,0,2
D23,Theft Over $5000,2014,0,1,0,1
D22,Other Criminal Violations - Offensive Weapons,2014,0,1,0,1
D23,Sexual Violation,2014,2,3,0,1
D31,Attempt Murder,2014,0,3,0,3
D31,Break & Enter-Other,2014,2,5,0,3
D23,Other,2014,2,2,1,0
D23,Break & Enter-Commercial,2014,0,1,0,1
D23,Break & Enter-Commercial,2014,0,2,0,2
D23,Break & Enter-Commercial,2014,2,9,0,7
D23,Break & Enter-Commercial,2014,21,71,0,50
D23,Break & Enter-Commercial,2014,3,7,0,4
D23,Break & Enter-House,2014,1,2,0,1
D23,Break & Enter-House,2014,3,11,0,8
D23,Break & Enter-House,2014,2,9,0,7
D23,Break & Enter-House,2014,3,8,0,5
D23,Break & Enter-House,2014,2,8,0,6
D23,Break & Enter-House,2014,1,10,0,9
D23,Break & Enter-House,2014,13,52,0,39
D23,Break & Enter-House,2014,1,20,0,19
D23,Break & Enter-Other,2014,1,2,0,1
D23,Break & Enter-Other,2014,0,1,0,1
D23,Break & Enter-Other,2014,0,1,0,1
D23,Break & Enter-Other,2014,0,2,0,2
D23,Break & Enter-Other,2014,3,10,0,7
D23,Break & Enter-Other,2014,0,1,0,1
D23,Fraud,2014,0,2,0,2
D23,Fraud,2014,8,19,0,11
D23,Fraud,2014,8,20,0,12
D23,Fraud,2014,0,2,0,2
D23,Fraud,2014,16,42,0,26
D23,Fraud,2014,32,86,0,54
D23,Fraud,2014,2,11,0,9
D23,Fraud,2014,1,1,1,0
D23,Fraud,2014,6,18,0,12
D23,Fraud,2014,10,24,0,14
D23,Fraud,2014,74,197,0,123
D23,Fraud,2014,8,36,0,28
D23,Other,2014,0,3,0,3
D23,Other,2014,9,30,0,21
D23,Other,2014,7,40,0,33
D23,Other,2014,1,2,0,1
D23,Other,2014,18,82,0,64
D23,Other,2014,29,93,0,64
D23,Other,2014,2,15,0,13
D23,Other,2014,8,26,0,18
D23,Other,2014,4,19,0,15
D23,Other,2014,69,209,0,140
D23,Other,2014,17,73,0,56
D23,Theft Over $5000,2014,0,1,0,1
D23,Theft Over $5000,2014,0,2,0,2
D31,Other Criminal Violations - Offensive Weapons,2014,34,46,0,12
D23,Theft Over $5000,2014,1,5,0,4
D23,Theft Over $5000,2014,2,5,0,3
D23,Theft Over $5000,2014,0,1,0,1
D23,Sexual Violation,2014,6,10,0,4
D23,Sexual Violation,2014,31,40,0,9
D22,Other Criminal Violations - Offensive Weapons,2014,1,1,1,0
D31,Other Criminal Violations - Offensive Weapons,2014,7,9,0,2
D23,Other,2014,4,4,1,0
D23,Theft Over $5000,2014,1,2,0,1
D22,Other Criminal Violations - Offensive Weapons,2014,5,5,1,0
D31,Attempt Murder,2014,1,1,1,0
D23,Other,2014,2,2,1,0
D31,Other Criminal Violations - Offensive Weapons,2014,37,43,0,6
D23,Sexual Violation,2014,5,12,0,7
D31,Other Criminal Violations - Offensive Weapons,2014,11,13,0,2
D31,Break & Enter-Other,2014,0,2,0,2
D23,Sexual Violation,2014,3,3,1,0
D23,Theft Over $5000,2014,0,1,0,1
D22,Other Criminal Violations - Offensive Weapons,2014,3,3,1,0
D31,Attempt Murder,2014,2,2,1,0
D31,Other Criminal Violations - Offensive Weapons,2014,9,10,0,1
D31,Break & Enter-Other,2014,3,6,0,3
D23,Other,2014,11,12,0,1
D23,Sexual Violation,2014,4,6,0,2
D23,Theft Over $5000,2014,3,41,0,38
D22,Other Criminal Violations - Offensive Weapons,2014,6,7,0,1
D31,Other,2014,24,34,0,10
D31,Other Criminal Violations - Offensive Weapons,2014,24,29,0,5
D31,Fraud,2014,1,1,1,0
D23,Other,2014,2,2,1,0
D23,Sexual Violation,2014,33,42,0,9
D23,Theft Over $5000,2014,0,4,0,4
D22,Other,2014,1,1,1,0
D31,Other,2014,15,23,0,8
D31,Other Criminal Violations - Offensive Weapons,2014,3,4,0,1
D31,Fraud,2014,29,63,0,34
D31,Other,2014,61,64,0,3
D23,Sexual Violation,2014,13,18,0,5
D23,Theft Under $5000,2014,2,5,0,3
D22,Other,2014,4,4,1,0
D31,Other,2014,55,74,0,19
D31,Other Criminal Violations - Offensive Weapons,2014,21,30,0,9
D31,Fraud,2014,25,37,0,12
D31,Other,2014,18,20,0,2
D23,Theft Under $5000,2014,73,132,0,59
D22,Other,2014,1,1,1,0
D23,Other,2014,7,7,1,0
D31,Other,2014,4,4,1,0
D31,Other,2014,12,22,0,10
D31,Fraud,2014,31,55,0,24
D31,Other,2014,77,83,0,6
